,0
860,Ақылы асқан данышпандар елінде
861,Бағаланбай қырын көзбен қаралар
862,Шетке даңқы атағы асып кеткенде
863,Қарсы болар ауылында ағалар
864,Жарты жан боп сорлы болған соқырға
865,Тілін алып таяғы алдан жол бастар
866,Байқай алмай құлар байғұс шұқырға
867,Ерсе досқа таршылықта ойқастар
868,Мінбелерде үгіт айтқан молдалар
869,Оңашада нәпсі артынан жүрмесін
870,Бөрік киіліп сандықта қап сәлделер
871,Жасырынып бұзық жерге кірмесін
872,Риялы ораза намазбен
873,Өзіңді өзің алдама
874,Әдейі қойсаң онан да
875,Көп жақынсың Аллаға
876,Мағжан
877,Жұмабаев
878,өлең
879,Мағарри
880,сөздер
881,мағарри сөздер
882,Мағжан Жұмабаев өлеңдері
883,
884,Мен сорлы
885,Талайсыз бақсыз мен сорлы
886,Бір ісім оңға бармаған
887,Мен не жаздым о ғұрлы
888,Тәңірі мұнша қарғаған?
889,Талпындым түстім ізіне
890,Ондалмады бір ісім
891,Қарамай құлың жүзіне
892,Аллаау көрсеттің қысым
893,Бел будым түстім әр жолға
894,Тілегім қайтсем табам деп
895,Қарамадым оңсолға
896,Тілегім үшін шабам деп
897, қылсам да түспеді
898,Уысыма қуғаным
899,Жібермеді күштеді
900,Жақын бауыр туғаным
901,Таласқа салды жиғанын
902,Барын арын аямай
903,Оқуға бермей  тыйғанын
904,Алдыартына қарамай
905,Білім іздеп сусаған
906,Жылайды пендең алдыңда
907,Мейірі кең Жасаған
908,Құр алақан қалдым ба?
909,Мағжан
910,Жұмабаев
911,өлең
912,Мен
913,сорлы
914,мен сорлы
915,Мағжан Жұмабаев өлеңдері
916,
917,Мешіт һәм абақты
918,Б а л 
919,Әкетай мынау не үй ұзын мойын
920,Тым ірі ұлық ұстап тұрған бойын?
921,Басына шыққан адам білер едіау
922,Сырын айтпас қаракөк көктің ойын
923,Тыптыныш бұл үйге әке кім барады?
924,Тыныштықта қасиетті кім қалады?
925,Биікте көк күңіреніп сыр айтқанда
926,Бақытты кім көзінен жас тамады?
927,Ә к е
928,Бұл үйді мешіт дейді құлыншағым
929,Ерігіп қуған болып ата заңын
930,Андасанда домалап бармағы үшін
931,Салдырған өзіне арнап «жуан қарын»
932,Бес минут «жатыптұрып» жуып алмақ
933,Былғанған бұзықтықпен ұятарын
934,Шығатын жоғарыға молдасы да
935,Азанмен құттықтайды қарын таңын
936,Бұл мешіт  Көк үйі емес қарын үйі
937,Көргің келсе барып көр мал базарын
938,Б а л 
939,Әкетай анау не үй түсі суық?
940,Жанына жібермейді жанды жуық
941,Терезесі темірлі көр  есігі
942,Қабырғасын қойған ба қанмен жуып?
943,Тас қима темір қақпа шойын құлып
944,Тымтырыс Жалғызақ жел тұр ғой ұлып
945,Сасықта қараңғыда аш ауру
946,Кім жатыр екен әке тірі өліп?
947,Ә к е
948,Жиһанда бір жас жан бар Қиял аты
949,Мәңгі ойнайтын сөнбейтін сәуле заты
950,Жанға жан беретұғын тәтті жырлы
951,Меруерттен тізілген қос қанаты
952,Ұшып жүріп жырымен жанды ояту
953,Жас Қиялдың ежелден бар мұраты
954,Тірі жанға жырламақ тәтті жырын
955,Адамзаттың жоқ оған жақынжаты
956,Жиһанда бар нәрсені жаратқан сол
957,Тәңірі бар бір ғана  Қиял аты
958,Анау үйді адамзат абақты дер
959,Адам  доңыз еменнің тамырын жер
960,Тәңірісі жан жыры Қиялға арнап
961,Сонау үйді салған ол болсын деп көр
962,Көремісің күзетшіні жүрген жарап
963,Қабақ түйіп терезеге қойған қарап?
964,Есалаң малданып жүр «Қиялды ұстап
965,Тарихтың таңында деп қойдым қамап»
966,Есалаң Қиял қайда? Қиял кезбек
967,Жиһанда ақ қанатпен ылғи жүзбек
968,Жердегі жары  «жанды» жұбатуға
969,Тоқтаусыз Көк үнінен әндер тізбек
970,Балам енді білдің ғой ол  абақты
971,Ашуменен түйіп тұр ол қабақты
972,«Қиялды ұстап жаптым» деп бос малданған
973,Ақымақ деп болмай ма адамзатты?
974,Мағжан
975,Жұмабаев
976,өлең
977,Мешіт
978,абақты
979,бала
980,әке
981,мешіт һәм абақты
982,Мағжан Жұмабаев өлеңдері
983,
984,Мысық пен ет
985,Қарны ашып мысық байғұс үйге кірді
986,Қарады тіміскілеп әрбір жерді
987,Жерден іздеп дәнеңе таба алмады
988,Ілулі шаңырақта етті көрді
989,Қарады етке мысық көзін сатып
990,Алам деп секіреді кейде жатып
991,Құдайға өкпелейді «Қол бермедің
992,Алар ем деп бұл етті ағаш атып»
993, керек ала алмады азаптанды
994,Ашудан өле жаздап азақ қалды
995,Қайтсе де ала алмасын білгеннен соң
996,Мысығың өзіне өзі тоқтау салды
997,«Қой не керек бұл ісің тіпті ұнамас
998,Естісе бұл қылығың көпке ұнамас
999,Сасыған құрттап кеткен жасық етті
1000,Ханзада жегеніңмен ішке ұнамас»
1001,Асылды қолға түспей жасық деуші
1002,Қолға түссе жасықты майдай жеуші
1003,Артынан арқан бойы шығып тұрып
1004,Өз үйінде сабазың сыр бермеуші
1005,Мағжан
1006,Жұмабаев
1007,өлең
1008,Мысық
1009,ет
1010,мысық пен ет
1011,Мағжан Жұмабаев өлеңдері
1012,
1013,Нағашыларға
1014,Бір себеппен келіп қалдым бұл жаққа
1015,Дәм жазбады бара алмадым ол жаққа
1016,Көрмесем де көп кішілік сәлемім
1017,Нағашымыз Махаң менен Қожаққа
1018,Аралап ем шығыс батыс арасын
1019,Ертіс Еділ Сырдария даласын
1020,Дәм жазбады бүгінгі күн көруге
1021,Елжүртымыз Баян  Шақа баласын
1022,Сол Шақада қажы Жүсіп дер еді
1023,Жақып пенен Өсіп те бар деп еді
1024,Ұл боп туып тартып мінген ат жалын
1025,Орда иесі Хасен де бар деп еді
1026,Жиеніңіз қажы Жұмабай әкем де
1027,Одан туған Нұрмағамбет Бекен де
1028,Сол екеуден жетісегіз біз бармыз
1029,Бәрі жиен бәрі сізге бөтен бе?
1030,Бәрі жиен бәрі сіздің қаныңыз
1031,Бәрі сіздің шашқан тұқымтарыңыз
1032,Дәм жазбады бара алмадым бұл жолы
1033,Сәлемімді қабыл көріп алыңыз
1034,Сәлемнен соң нағашы жұрт ағамыз
1035,Кіші болса көзі ашық данамыз
1036,Баршаңызға тапсырғаным менің де
1037,Қолымызда Мұхамеджан балаңыз
1038,Есі бар ед байқағандай парықты
1039,Оңдысолды қараңғыны жарықты
1040,Күн туған соң етігімен су кешіп
1041,Елжұртым деп сіздерді іздеп барыпты
1042,Барып сізді асқар пана қылыпты
1043,Панаңызда бала тұрмыс құрыпты
1044,Өз балаңыз ақылыңызды айтыңыз
1045,Албырт еді ерке бала қылықты
1046,Жиеніңіз қажы Жұмабай құтты еді
1047,Әкем Бекен Атығайға тұтқа еді
1048,Тұтқа десем сөйлеу болар асыра
1049,Деуші болар «Басқа тұтқа жоқ па еді?»
1050, жоқ болсын Шахаң елге аға еді
1051,Үздік туған жанат тонға жаға еді
1052,Ел ағасы Исекең анау қайраным
1053,Өрге бастап төрге тартқан тайлағын
1054,Өрісін кең тарылтпайтын аз елдің
1055,Атығайдың алып жүр ғой байрағын
1056,Жиеніңіз ес білгеннен ел деген
1057,Өрге ұмтылған өрге қарай өрлеген
1058,Кім ұшырамас алыс жолда шалысқа
1059,Күн де болды қолды қате сермеген
1060,Нағашы жұрт сізге дұғай сәлемім
1061,Өзім жолда барсын сізге қаламым
1062,Амандықпен көріскендей күн болсын
1063,Қоштық айтам Қызылжар жүріп барамын
1064,Мағжан
1065,Жұмабаев
1066,өлең
1067,Нағашыларға
1068,Мағжан Жұмабаев өлеңдері
1069,
1070,Немере мен әжесі
1071,Айтшы әжетай көк деген не?
1072,Теңбілтеңбіл көктеген бе?
1073,Жұлдыз көзін жымыңдатса
1074,Айәжесі «Тек» деген бе?
1075,Бұлттар бөрте ешкідей дәл
1076,Мана тізген көк көгенге
1077,Қатар көкте шұбырып барад
1078,Ағытып біреу «Шек» деген бе?
1079,Қой құлыным обал обал
1080,Молда оқытар мектепке бар
1081,Әжеау біздің Лұқбек айтад
1082,«Жер  ойнайтын доп деп айтад
1083,Тағы алыста теңіз де бар
1084,Тіпті түбі жоқ деп айтад
1085,Шөл деген бір жер бар дейді
1086,Ылғи қызыл шоқ» деп айтад
1087,Айтшы әже әже әже
1088,Рас па сол? Айтсаң қайтед?
1089,Мен білем бе мен бір надан
1090,Ертең сұра бар молдадан
1091,Айтшы деймін айтшы әжекем
1092,Теңіз деген сұйық па екен?
1093,Алыста өскен тау бар дейді
1094,Басы көкке тиіп пе екен?
1095,Тау жағындағы әлгі жүйрік
1096,Қоян ба екен киік пе екен?
1097,Аю деген біздің мынау
1098,Көк бұқадан биік пе екен?
1099,Тек деп ем ғой тентек тентек
1100,Мұны айтатын мектеп мектеп
1101,Мағжан
1102,Жұмабаев
1103,өлең
1104,Немере
1105,әжетай
1106,немере мен әжесі
1107,Мағжан Жұмабаев өлеңдері
1108,
1109,Оразада
1110,Тай алдында тамылжып
1111,Тәтті ұйқыға батқан шақ
1112,Бір тамақтың қамын жеп
1113,Ұйқылыояу жатқан шақ
1114,Тұра салып төсектен
1115,Дір қалтырап киініп
1116,Ойға кірер «Кешікпен
1117,Уақыт бар» деп сүйініп
1118,Ауыз ашып қол салып
1119,Ашылмай жөнді де көзі
1120,Келгенде қарын құралып
1121,Көріндіау Шолпан жұлдызы
1122,«Жылдам іш» деп жымыңдап
1123,Көз қысуын нетерсің?
1124,«Қарбытып іш тынымдап
1125,Аштан өліп кетерсің»
1126,Алдына әкеп қатар қой
1127,Қай сүйгенін таңдасын
1128,Шай қымызға әбден той
1129,Көңілде інкәр қалмасын
1130,Түндік жабық от жарық
1131,Үйге сәуле кірмейді
1132,Іш той ындыныңды жарыт
1133,Таңды үйден кез көрмейді
1134,Ораза деген қазаққа
1135,Құлшылық емес әдет қой
1136,Еріксіз жүрмей азапта
1137,Пайданы ойла қам ет қой
1138,Мағжан
1139,Жұмабаев
1140,өлең
1141,Оразада
1142,Мағжан Жұмабаев өлеңдері
1143,
1144,Орал
1145,Ұзын Орал  күн мен түн шекарасы
1146,Бір жағы  күн бір жағы  түн баласы
1147,Арғы жағы  көк көзді жын ұясы
1148,Бергі жағы  Түріктің  даласы
1149,Асқар Орал  кәрі Алып күзет тұрған
1150,Күн мен түн арасында «Қытай қорған»
1151,Денесі  тас қарағай  қою мұрты
1152,Оң мен сол түстікке ол мұртын бұрған
1153,Қарамай еш нәрсеге көзім тоқтап
1154,Келіп ем алыбымды аңсапжоқтап
1155,«Ұйқы  дұшпан» деген сөз дұрыс екен
1156,Сол Алыптан етіппін түнде ұйықтап
1157,Кеш Алыбым жүзіңді көре алмадым
1158,Алдында иіліп сәлем бере алмадым
1159,Амал не  даладан сақ елші боп
1160,Күзеттегі Алыпқа келе алмадым
1161,Ұзын Орал  күн мен түн шекарасы
1162,Өлім  түн өмір  гүлді Гун даласы
1163,Өмір менен өлімнің шекарасын
1164,Ұйықтап озбақ ежелден жер баласы
1165,Екі дүние күн мен түн өмір  өлім
1166,Бірі  бесік біреуі  даяр көрің
1167,Бала болып жата бер бесігінде
1168, даланың еркесі  қазақ елім
1169,Мағжан
1170,Жұмабаев
1171,өлең
1172,Орал
1173,Мағжан Жұмабаев өлеңдері
1174,
1175,Орамал
1176,Қасірет батты жаныма
1177,Уға толды жас жүрек
1178,Орамалды жарыма
1179,Бітірем қашан кестелеп
1180,Күз сарғайтты қайыңды
1181,Мен де бірге сарғайдым
1182,Қара бұлт жауып айымды
1183,Жылаймын күйем зарлаймын
1184,Толып қалды төрт айға
1185,Күйікпенен күн өтгі
1186,Жарымды өкіріп отарба
1187,Қанды жаққа әкетті
1188,Елін ойлап қамығып
1189,Жүрегі толып дертшерге
1190,Жүр екен жаным жабығып
1191,Осы күні қай жерде?
1192,Жарқжұрқ сансыз көзі бар
1193,Бейне жынның ұясы
1194,Ыңжың ушу сөзі бар
1195,Түсірмес жарық қиясы
1196,Жылы жүзді жаны жоқ
1197,Қалада жүдеп жүр ме екен?
1198,Жақыны жоқ жары жоқ
1199,Жалған оған көр ме екен?
1200,Солдатша сымдай киініп
1201,Шекпені оның сұр ма екен?
1202,Күрегіне сүйеніп
1203,Суықта жаурап тұр ма екен?
1204,Жатқан шығар ор қазып
1205,Жауға ма әлде өзіне
1206,Бұрыла алмай бой жазып
1207,Қайғы шығып жүзіне
1208,Қасірет батты жаныма
1209,Уға толды жас жүрек
1210,Орамалды жарыма
1211,Бітірем қашан кестелеп?
1212,Орала берме жібегім
1213,Тезірек жүрші сен де біз
1214,Сенсің қымбат керегім
1215,Алақандай ақ бәтес
1216,Қайғыдан өлсем арман жоқ
1217,Ақиреттік жолдасым
1218,Көзімде жас қалған жоқ
1219,Кестеге сінді бар жасым
1220,Орамалды алып сорлыңнан
1221,Көзіңе жасыңды іріккенде
1222,Күрсініп ауыр сәулемжан
1223,Көзіңді ақырын сүрткенде
1224,Жасаған ие тілегім
1225,Аралассын жасқа жас
1226,Орала берме жібегім
1227,Сенсің жаным ақ бәтес
1228,Қасірет батты жаныма
1229,Уға толды жас жүрек
1230,Орамалды жарыма
1231,Бітірем қашан кестелеп?
1232,Мағжан
1233,Жұмабаев
1234,өлең
1235,Орамал
1236,Мағжан Жұмабаев өлеңдері
1237,
1238,Осы күнгі күй
1239,Ойламай отқа түскен неткен жанбыз
1240,Сөз ұқпас мылқау меңіреу жүрген жалғыз
1241,Көрінбес көзге түртсе қараңғыда
1242,Япырмай қалдық па енді тіпті таңсыз?
1243,Тақаулы тамағында өткір пышақ
1244,Тек жатыр тұяқ серіппей сонда да аңсыз
1245,Тыңдамас сөзге түспес ырыққа көнбес
1246,Болды ма қайран қазақ тастай жансыз?
1247,Жер кетті жаның кетті қам жемедің
1248,Құл болдың қара табан енді малсыз
1249,Ортаға қамап алып қырып жатыр
1250,Қара жүрек «надандық» қолмен сансыз
1251,Қазағым арыстаным қайратты ерім
1252,Тұрдың ба қару қылмай құр амалсыз?
1253,Өзіңдей адамзаттар не ғып жатыр
1254,Бос жүрсің баспанасыз үйген тамсыз
1255,Сандалдың алдың  боран артың  тұман
1256,Түк көрмей сәуле берер шырақшамсыз
1257,Білімсіз ит надандық жеңгені ме?
1258,Буының қалтырайды болып әлсіз
1259,Мағжан
1260,Жұмабаев
1261,өлең
1262,күй
1263,қазақ
1264,осы күнгі күй
1265,Мағжан Жұмабаев өлеңдері
1266,
1267,Ральбомына
1268,Себеп не екен? Бастан мені таптыңыз
1269,Альбомыңызды алдыма әкеп тарттыңыз
1270,Мен даярмын рақмет сізге қарындас
1271,Ағаңызға көңілді бір іс арттыңыз
1272,Ай аппақ қой Сізге көңілім Айдай ақ
1273,Сізге деген жүректе жоқ жалғыз тап
1274,Адал ниет ақ көңілімді бетке ұстап
1275,Ақылсымақ сөз айтайын азырақ
1276,Альбом  жүрек уақыт жетпей ашпаңыз
1277,Құлып салып берік бекітіп тастаңыз
1278,«Ашылам» деп аласұрар жас жүрек
1279,Белгілі іс бірақ одан саспаңыз
1280,Альбом  жүрек тыныштықты қашырар
1281,Уақыты жетсе өзіақ бір күн ашылар
1282,Жүрек сыры белгілі ғой біраздан
1283,Желі тынып толқындары басылар
1284,Альбом  жүрек Көрінгенге бермеңіз
1285,Дос па қас па? Бастан байқап тергеңіз
1286,Дос орнына қас кіргізіп жүрекке
1287,Бір күндерде өкініште жүрмеңіз
1288,Альбом  жүрек жақын достар қолға алар
1289,Таза жүрек оны оқып толғанар
1290,«Мен жазайын мен оқиын» деп алып
1291,Надан жандар кетпес қара тап салар
1292,Альбом  жүрек жақсы сақтай көріңіз
1293,Таза жүрек меруерттен теріңіз
1294,Ескерісіп жүру үшін өмірде
1295,Қане құрбым қолыңызды беріңіз
1296,Мағжан
1297,Жұмабаев
1298,өлең
1299,альбом
1300,ральбомына
1301,Мағжан Жұмабаев өлеңдері
1302,
1303,Рға
1304,Сенсің досым жібек мінез Жібегім
1305,Сені ғана сүйем  куә жүрегім
1306,Суық жолдан сақтайтын сен  періштем
1307,Сен болмасаң азыптозып өлемін
1308,Түрлі жерде түрлі шақта таңымыз
1309,Атсадағы сүйіспеп пе еді жанымыз?
1310,Бізді жан ғой жақын қылған Жібегім
1311,Бастаған жоқ ессіз ыстық қанымыз
1312,Есіңде ме? Бір жыл күздің күні еді
1313,Күзді күннің салқыншалау түні еді
1314,Жарын тастап түнде мені бақшаға
1315,Көру үшін іздеп келген кім еді?
1316,Ол түннен соң талайталай жыл озды
1317,Ессіз жарың Айға қолын көп созды
1318,Аспанға өрлеп талай құлап мерт болдым
1319,Заман озды жүрек сөнді Жан тозды
1320,Өмір  жапан Арып шаршап жүргенім
1321,Ессіз едім оңдысолды көрмедім
1322,Тоғыз жолдың торабында тұрғанда
1323,Жылы  былтыр сені тағы көргенім
1324,Көрдің де сен аштың таза құшағың
1325,Құшағыңда жас балаға ұқсадым
1326,Сол кезімде бар күнәдән пәк болып
1327,Дегенім рас «Сенсің жарым қосағым»
1328,Сол күннен сол тағы біраз күн өтті
1329,Ұмытқандай болдым сені  Жібекті
1330,Сен сөзіме жанжүрегім Жібегім
1331,Тоқтата алмай қалып едім жүректі
1332,Сен жыладың көзің жасын көрмедім
1333,Зарладың сен зарың құлаққа ілмедім
1334,Мен жел едім кеттім сонда жел қуып
1335,Көз жасыңнан садақа боп өлмедім
1336,Айлар өтті ай көрінді өлді жын
1337,Айлар өтті айырылды күн мен түн
1338,Айлар өтті ішкен удан айныдым
1339,Айқын болды ақырында жалған шын
1340,Білдім маған жар екенсің сен ғана
1341,Білдім саған жар екенмін мен ғана
1342,Соңғы кезде сені көрмей Жібегім
1343,Ашып көрші жүрегімде мың жара
1344,Сені көрмей көзім көрге айналды
1345,Жүрегіме сансыз қасірет байланды
1346,Көп күн енді көрінбейсің қашасың
1347,Жүрегіңнің махаббатын кім алды?
1348,Ессіз жарың зарлап енді қалар ма?
1349,Зарлайзарлай қара жерге барар ма?
1350,Бір жыл бойы теңіз болып төгілген
1351,Көз жасынан Жібегім де танар ма?
1352,Мағжан
1353,Жұмабаев
1354,өлең
1355,Жібек
1356,рға
1357,Мағжан Жұмабаев өлеңдері
1358,
1359,Сал сал білек сал білек
1360,Сал сал білек сал білек
1361,Балдан тәтті бал білек
1362,Мектепке бар бір мезгіл
1363,Әжеңнің тілін ал білек
1364,Сал сал білек сал білек
1365,Сабағыңа бар білек
1366,Қыдыра берме қалтиып
1367,Етегіңмен қар күреп
1368,Сал сал білек сал білек
1369,Сұлу талдай тал білек
1370,Оқыпоқып бір асқан
1371,Әлім болып қал білек
1372,Мағжан
1373,Жұмабаев
1374,өлең
1375,сал
1376,білек
1377,сал
1378,сал білек
1379,сал білек
1380,Мағжан Жұмабаев өлеңдері
1381,сал
1382,сал білек
1383,сал білек
1384,сал
1385,сал білек
1386,сал білек
1387,
1388,Сарғайдым
1389,Сарғайдым күннен күнге қуат кеміп
1390,Қалың ой  қара жылан жүректі еміп
1391,Ақырын бітіп барам жанған шамдай
1392,Көзіме ыстық жастар мөлтмөлт келіп
1393,Апырмай ауыр болдыау күнді өткізу
1394,У жұтып айдан ұзын түнді өткізу
1395,Қозғалып сөйлеп ойнап тірі жатып
1396,Өлем деп жас өмірден күдер үзу
1397,Соғасың жиіжиі жүрек неге?
1398,Соққанмен жандана ма солған дене?
1399,Сары су денені улайд тамырларда
1400,Тазарып енді оны қан етем деме
1401,Қалмады көздің нұры көрге айналдым
1402,Қараны  ақ ақты  қара дерге айналдым
1403,Дямадай пісіп тұрған екі бетім
1404,Қуарып қаны қашып күлге айналдым
1405,Жайылды бар денеме уы дерттің
1406,Мінекей екі ай болды жалын жұттым
1407,Күндіз  Күн түнде күміс Ай көрмеймін
1408,Дариға жаным  азат денем  тұтқын
1409,Барады күннен күнге азап асып
1410,Өлім тұр анадайда қойнын ашып
1411,«Қинала түссін әлі» дегендейақ
1412,Аяғын күлімсіреп санап басып
1413,Жасаған Тез алатын ажал жоқ па?
1414,Қинама тез өлейін ұшыр оққа
1415,Шыжылдап дене шырқырап жан берейін
1416,Жалыны көкке шыққан түсір отқа
1417,Мағжан
1418,Жұмабаев
1419,өлең
1420,Сарғайдым
1421,Мағжан Жұмабаев өлеңдері
1422,
1423,Сағат
1424,«Шықшық» деп соғып тұр
1425,Тоқтаусыз бұл сағат
1426,Дүниеде неғып тұр
1427,Адамзат бір сағат
1428,Сорлы адам туғанда
1429,Сұм жалған көңілі шат
1430,Көз ашып тұрғанда
1431,Көрінер оған жат
1432,«Шықшық» деп жүз шытар
1433,Есіктен кірместен
1434,Сорлы адам тез жытар
1435,Дән рақат көрместен
1436,Мінекей бұйырып тұр
1437,Бұл сағат деп «Шықшық»
1438,мойның бұр
1439,Сен де шық сөзін ұқ
1440,Мағжан
1441,Жұмабаев
1442,өлең
1443,Сағат
1444,Мағжан Жұмабаев өлеңдері
1445,
1446,Сен сұлу
1447,Блем анық жанға жайлы Май сұлу
1448,Жарқжарқ еткен майда найзағай сұлу
1449,Қызықты орман көңлд еркн кең дала
1450,Күмс табақ көкте жүзген Ай сұлу
1451,Кешк ескен жбек жылы жел сұлу
1452,Хош ист түрлтүст гүл сұлу
1453,Әдем аспан – төбедег көк шатыр
1454,Асқар тауы дариясымен жер сұлу
1455,Сылқсылқ күлп сылдыр қаққан су сұлу
1456,Көлге қонып қаңқылдаған қу сұлу
1457,Бейне айнадай жарқыраған айдыннан
1458,Күн шығарда көтерлген бу сұлу
1459,Шаңқай түсте өткр алтын Күн сұлу
1460,Жымыңдаған жұлдыздармен түн сұлу
1461,Толып жатыр түрл сұлу дүниеде
1462,Бәрнен де маған сәулем сен сұлу
1463,Мағжан
1464,Жұмабаев
1465,өлең
1466,сен
1467,сұлу
1468,сен сұлу
1469,Мағжан Жұмабаев өлеңдері
1470,
1471,Сең
1472,Сары аяз  сүйген жар
1473,Қайрылмай кеткен соң
1474,Қайратсыз қалың қар
1475,Жылаумен біткен соң
1476,Жел сипап Күн күліп
1477,Мазақ қып сүйген соң
1478,Боларын бір сұмдық
1479,Ішінен түйген соң
1480,Қалың мұз кәрленіп
1481,Қара көк түс алды
1482,Еруге арланып
1483,Кетпекке ойланды
1484,Бұзылажарыла
1485,Антұрған аптықты
1486,Өзеннің жарына
1487,Асығып соқтықты
1488,Барында шамасы
1489,Суыққа қашпақшы
1490,Мұз теңіз  анасы
1491,Құшағын ашпақшы
1492,Өткен соң жаз алты ай
1493,Ашуын жимақшы
1494,Өзенді еркетай
1495,Ойыннан тыймақшы
1496,Қалың мұз қара көк
1497,Ойлама құр бекер
1498,Суыққа жетем деп
1499,Ыстық күн ерітер
1500,Мағжан
1501,Жұмабаев
1502,өлең
1503,Сең
1504,Мағжан Жұмабаев өлеңдері
1505,
1506,Сорлы қазақ
1507,Сорлы қазақ жаны алқымға тығылып
1508,Қара күн кеп тіккен туы жығылып
1509,Алға баспай барлық ісі кер кетіп
1510,Нәр тата алмай күшсіз әлсіз бүгіліп
1511,Оқубілім жақындатпай жолатпай
1512,Қырын қарап қазақ ісін ұнатпай
1513,Пырпыр ұйықтап сорлы қазақ тек жатыр
1514,Қанды жаспен екі көзін шылатпай
1515,Қозғал қазақ білім іздер кез келді
1516,Қылыш алып надандық саған кезенді
1517,Шетке лақтыр тымақтай алып елден қу
1518,Ертелікеш басыңа мініп езгенді
1519,Кітап әпер оқысын балаң қолына
1520,Малды аяма оқу – білім жолына
1521,Өнер алып басқалармен қатар бол
1522,Қосыл бірдей адамзаттың тобына
1523,Байғұс қазақ бас көтеріп тұрар ма?
1524,Көңілі түсіп білімге мойын бұрар ма?
1525,Күні туып оңынан – Күн солдан – Ай
1526,Оқуменен жайнатып дүкен құрар ма?
1527,Мағжан
1528,Жұмабаев
1529,өлең
1530,Сорлы
1531,қазақ
1532,сорлы қазақ
1533,Мағжан Жұмабаев өлеңдері
1534,
1535,Сылдырмақ
1536,Бүлдірген беті бөбектің
1537,Қолында отыр сылдырмақ
1538,Өзі сақсақ күледі
1539,Сылдырмақтай сылдырлап
1540,Тоқтап тыңдап тұрад та
1541,Сөйлеп қояд былдырлап
1542,Секіріпсекіріп түседі
1543,Шұнаңдаған құлдыр лақ
1544,Атасы қарққарқ күледі
1545,«Құр құлыным құрқұрлап»
1546,Бөбектің егер қолынан
1547,Түсе қалса сылдырмақ
1548,Әлімжан аға болмысы
1549,Сылдырмақты сыйдырмақ
1550,Ең болмаса «байқаусыз»
1551,Басып кетіп сындырмақ
1552,Мағжан
1553,Жұмабаев
1554,өлең
1555,Сылдырмақ
1556,Мағжан Жұмабаев өлеңдері
1557,
1558,Сырық мойын біз мұрын
1559,Сырық мойын біз мұрын
1560,Шіркін тұздай көзіңіз
1561,Қытқытындай тауықтың
1562,Құйылып тұр сөзіңіз
1563,Кірпіш еткенің ұнындай
1564,Опа басқан жүзіңіз
1565,Жүз төңкеріп көзіңіз
1566,Жақындайсыз өзіңіз
1567,Сізге кім ғашық болмасын?
1568,Мәселен біз өзіміз
1569,Мағжан
1570,Жұмабаев
1571,өлең
1572,Сырық
1573,мойын
1574,мұрын
1575,сырық мойын
1576,біз мұрын
1577,Мағжан Жұмабаев өлеңдері
1578,сырық мойын
1579,біз мұрын
1580,
1581,Сүй жан сәулем
1582,Сүй жан сәулем тағы да сүй тағы да
1583,Жылы тәтті у тарады қаныма
1584,Бұл ләззаттың бір минутын бермеймін
1585,Патша тағы бүкіл дүние малына
1586,Құшақтатып нәзік талдай беліңнен
1587,Сүйгіз сәулем тәтті балдай тіліңнен
1588,Бой шымырлап талықсиды жүрегім
1589,Балқып денем барам еріп деміңнен
1590,Кір қойныма қыпша белің бұралып
1591,Тарқат шашың жатсын жібек оралып
1592,ЖанымЖаным Тезірек тисін төске төс
1593,Көз жұмулы жиі ыстық дем алып
1594,Шашың  қара денең ақ бұлт жүзің – Ай
1595,Тісің – меруерт көзің сәулем құралай
1596,Ләззат рақат бақыт – бәрі қойныңда
1597,Сұрамаймын енді ұжмақ – жақсы жай
1598,Сүй жан сәулем тағы да сүй тағы да
1599,Жылы тәтті у тарады қаныма
1600,Жасағаннан бірақ нәрсе тілеймін
1601,Өтпесе түн атпаса екен таңы да
1602,Мағжан
1603,Жұмабаев
1604,өлең
1605,Сүй
1606,жан
1607,сәулем
1608,сүй жан сәулем
1609,Мағжан Жұмабаев өлеңдері
1610,
1611,Сүйгенім анық
1612,Көрдім де келдім
1613,Қолымды бердім
1614,«Сүйем сені сұлу қыз
1615,Жүрегім жанып
1616,Сүюім анық
1617,Куә болсын көп жұлдыз»
1618,Дедімдетілден
1619,Құшақтап белден
1620,Қысып сүйе бастадым
1621,Жақындай бердің
1622,Қойныма кірдің
1623,«Кет» демедің қашпадың
1624,«Сүйем» боп сөзің
1625,Мөлдіреп көзің
1626,Тақадың сен бетке бет
1627,Айрылдың естен
1628,Күндізгі күштен
1629,Тиіп ыстық етке ет
1630,Ұшуға іңкәр
1631,Тұра ма тұлпар
1632,Бір жерде ылғи шаң жұтып?
1633,Жел едім ұштым
1634,Талайды құштым
1635,Кетіппін сені ұмытып
1636,Бүгін сен көріп
1637,Қолыңды беріп
1638,Қайғыменен қарайсың
1639,«Сендім мен жазған
1640,Сүйгенің жалған
1641,Алдадың» деп жылайсың
1642,Алдағаным жоқ
1643,Арбағаным жоқ
1644,Сен сөзіме сұлу қыз
1645,Тап сол сағат
1646,Сүйгенім хақ
1647,Куә мынау көп жұлдыз
1648,Мағжан
1649,Жұмабаев
1650,өлең
1651,Сүйгенім
1652,анық
1653,сүйгенім анық
1654,Мағжан Жұмабаев өлеңдері
1655,
1656,Сүйгеніме
1657,Жандымкүйдім сені ойлап дамыл көрмей
1658,Еш жанға сенен басқа көңіл бермей
